Date,Category,Quantity,Revenue,Orders
2011-06-24,Easter Decorations,0,0.0,0
2011-06-24,Egg Cups & Holders,10,24.9,2
2011-06-24,Fairy Lights & Decorative Garlands,25,78.09,4
2011-06-24,"Furniture, Cabinets & Storage Furniture",538,1050.2,21
2011-06-24,"Garden, Bird Feeding & Outdoor Décor",150,393.6,11
2011-06-24,"Gift Wrap, Tape & Ribbons",286,162.0,7
2011-06-24,"Glass Jars, Bottles & Vases",71,265.22,6
2011-06-24,Hair Accessories,0,0.0,0
2011-06-24,Hand Warmers & Umbrellas,80,333.23,8
2011-06-24,Hot Water Bottles,24,88.7,5
2011-06-24,"Jewellery - Bracelets, Rings & Brooches",86,51.22,5
2011-06-24,Jewellery - Earrings,0,0.0,0
2011-06-24,Jewellery - Necklaces,1,2.55,1
2011-06-24,"Jigsaw Puzzles, Card Games & Board Games",183,201.57,9
2011-06-24,Jumbo Bags & Shoppers,532,1097.58,14
2011-06-24,Kitchen Storage & Containers,234,1013.13,15
2011-06-24,Kitchen Utensils & Tools,71,189.60999999999999,10
2011-06-24,Lamps & Lampshades,4,21.599999999999998,2
2011-06-24,Lanterns,67,230.93,6
2011-06-24,Lunch Boxes & Snack Bags,934,1448.78,16
2011-06-24,Memo Boards & Blackboards,22,102.9,5
2011-06-24,Metal Signs & Plaques,130,186.85,3
2011-06-24,Mirrors,14,38.21,3
2011-06-24,Miscellaneous,702,1319.69,30
2011-06-24,"Mugs, Cups & Glasses",395,726.16,21
2011-06-24,"Paper Napkins, Doilies & Bunting",425,959.4100000000001,16
2011-06-24,Party & Event Accessories,66,56.4,4
2011-06-24,Picture Frames & Photo Accessories,56,205.84,8
2011-06-24,"Plates, Bowls, Trays & Serveware",281,387.59999999999997,14
2011-06-24,Sewing & Craft Kits,56,122.31,8
2011-06-24,"Stationery, Notebooks & Greeting Cards",440,682.69,17
2011-06-24,"Stickers, Patches & Badges",63,60.56,6
2011-06-24,Tea & Coffee Sets,38,193.57,6
2011-06-24,Tealight Holders & Sets,490,595.89,12
2011-06-24,Travel & Office Accessories,24,39.599999999999994,2
2011-06-24,Trinket Boxes & Keepsakes,142,214.37,9
2011-06-24,Unclassified,3,62.47,2
2011-06-24,Wall Art & Prints,1,4.96,1
2011-06-24,Wooden Letters & Number Tiles,13,75.35000000000001,2
2011-06-25,"Bag Charms, Key Rings & Phone Charms",0,0.0,0
2011-06-25,"Bags, Purses & Backpacks",0,0.0,0
2011-06-25,"Baskets, Hampers & Wicker",0,0.0,0
2011-06-25,Cake Cases & Baking Accessories,0,0.0,0
2011-06-25,Cake Stands,0,0.0,0
2011-06-25,"Candles, Incense & Matches",0,0.0,0
2011-06-25,Children's Toys & Playsets,0,0.0,0
2011-06-25,Christmas Decorations,0,0.0,0
2011-06-25,Clocks & Timepieces,0,0.0,0
2011-06-25,"Clothing, Accessories & Beauty",0,0.0,0
2011-06-25,"Coat Racks, Hooks & Hangers",0,0.0,0
2011-06-25,Colouring & Art Supplies,0,0.0,0
2011-06-25,"Cushions, Quilts & Home Textiles",0,0.0,0
2011-06-25,Cutlery & Chopping Boards,0,0.0,0
2011-06-25,Decorative Hanging Ornaments & Figurines,0,0.0,0
2011-06-25,Doormats & Doorstops,0,0.0,0
2011-06-25,Easter Decorations,0,0.0,0
2011-06-25,Egg Cups & Holders,0,0.0,0
2011-06-25,Fairy Lights & Decorative Garlands,0,0.0,0
2011-06-25,"Furniture, Cabinets & Storage Furniture",0,0.0,0
2011-06-25,"Garden, Bird Feeding & Outdoor Décor",0,0.0,0
2011-06-25,"Gift Wrap, Tape & Ribbons",0,0.0,0
2011-06-25,"Glass Jars, Bottles & Vases",0,0.0,0
2011-06-25,Hair Accessories,0,0.0,0
2011-06-25,Hand Warmers & Umbrellas,0,0.0,0
2011-06-25,Hot Water Bottles,0,0.0,0
2011-06-25,"Jewellery - Bracelets, Rings & Brooches",0,0.0,0
2011-06-25,Jewellery - Earrings,0,0.0,0
2011-06-25,Jewellery - Necklaces,0,0.0,0
2011-06-25,"Jigsaw Puzzles, Card Games & Board Games",0,0.0,0
2011-06-25,Jumbo Bags & Shoppers,0,0.0,0
2011-06-25,Kitchen Storage & Containers,0,0.0,0
2011-06-25,Kitchen Utensils & Tools,0,0.0,0
2011-06-25,Lamps & Lampshades,0,0.0,0
2011-06-25,Lanterns,0,0.0,0
2011-06-25,Lunch Boxes & Snack Bags,0,0.0,0
2011-06-25,Memo Boards & Blackboards,0,0.0,0
2011-06-25,Metal Signs & Plaques,0,0.0,0
2011-06-25,Mirrors,0,0.0,0
2011-06-25,Miscellaneous,0,0.0,0
2011-06-25,"Mugs, Cups & Glasses",0,0.0,0
2011-06-25,"Paper Napkins, Doilies & Bunting",0,0.0,0
2011-06-25,Party & Event Accessories,0,0.0,0
2011-06-25,Picture Frames & Photo Accessories,0,0.0,0
2011-06-25,"Plates, Bowls, Trays & Serveware",0,0.0,0
2011-06-25,Sewing & Craft Kits,0,0.0,0
2011-06-25,"Stationery, Notebooks & Greeting Cards",0,0.0,0
2011-06-25,"Stickers, Patches & Badges",0,0.0,0
2011-06-25,Tea & Coffee Sets,0,0.0,0
2011-06-25,Tealight Holders & Sets,0,0.0,0
2011-06-25,Travel & Office Accessories,0,0.0,0
2011-06-25,Trinket Boxes & Keepsakes,0,0.0,0
2011-06-25,Unclassified,0,0.0,0
2011-06-25,Wall Art & Prints,0,0.0,0
2011-06-25,Wooden Letters & Number Tiles,0,0.0,0
2011-06-26,"Bag Charms, Key Rings & Phone Charms",4,2.6,1
2011-06-26,"Bags, Purses & Backpacks",195,298.1,10
2011-06-26,"Baskets, Hampers & Wicker",3,11.850000000000001,1
2011-06-26,Cake Cases & Baking Accessories,122,181.22,13
2011-06-26,Cake Stands,23,284.85,4
2011-06-26,"Candles, Incense & Matches",214,271.59,10
2011-06-26,Children's Toys & Playsets,58,142.23,8
2011-06-26,Christmas Decorations,19,37.29,2
2011-06-26,Clocks & Timepieces,55,245.3,6
2011-06-26,"Clothing, Accessories & Beauty",24,24.96,2
2011-06-26,"Coat Racks, Hooks & Hangers",47,88.22999999999999,6
2011-06-26,Colouring & Art Supplies,183,153.56,6
2011-06-26,"Cushions, Quilts & Home Textiles",11,48.11,3
2011-06-26,Cutlery & Chopping Boards,31,92.55,6
2011-06-26,Decorative Hanging Ornaments & Figurines,166,192.68,10
2011-06-26,Doormats & Doorstops,35,269.85,6
2011-06-26,Easter Decorations,0,0.0,0
2011-06-26,Egg Cups & Holders,0,0.0,0
2011-06-26,Fairy Lights & Decorative Garlands,15,61.05,3
2011-06-26,"Furniture, Cabinets & Storage Furniture",150,627.9499999999999,12
2011-06-26,"Garden, Bird Feeding & Outdoor Décor",83,180.60999999999999,11
2011-06-26,"Gift Wrap, Tape & Ribbons",387,203.8,8
2011-06-26,"Glass Jars, Bottles & Vases",23,76.65,4
2011-06-26,Hair Accessories,8,14.999999999999998,2
2011-06-26,Hand Warmers & Umbrellas,43,101.63000000000001,4
2011-06-26,Hot Water Bottles,0,0.0,0
2011-06-26,"Jewellery - Bracelets, Rings & Brooches",66,168.92,6
2011-06-26,Jewellery - Earrings,5,14.750000000000002,1
2011-06-26,Jewellery - Necklaces,8,62.7,1
2011-06-26,"Jigsaw Puzzles, Card Games & Board Games",76,179.42,5
2011-06-26,Jumbo Bags & Shoppers,75,144.74,7
2011-06-26,Kitchen Storage & Containers,116,210.18,10
2011-06-26,Kitchen Utensils & Tools,23,74.55,4
2011-06-26,Lamps & Lampshades,2,1.5,1
2011-06-26,Lanterns,30,86.3,4
2011-06-26,Lunch Boxes & Snack Bags,67,124.85,5
2011-06-26,Memo Boards & Blackboards,8,23.6,2
2011-06-26,Metal Signs & Plaques,46,77.66,5
2011-06-26,Mirrors,5,38.75,2
2011-06-26,Miscellaneous,390,638.17,17
2011-06-26,"Mugs, Cups & Glasses",159,234.88,13
2011-06-26,"Paper Napkins, Doilies & Bunting",98,249.16,10
2011-06-26,Party & Event Accessories,21,18.95,2
2011-06-26,Picture Frames & Photo Accessories,17,71.72999999999999,4
2011-06-26,"Plates, Bowls, Trays & Serveware",129,175.07,9
2011-06-26,Sewing & Craft Kits,23,69.25,5
2011-06-26,"Stationery, Notebooks & Greeting Cards",247,120.89,9
2011-06-26,"Stickers, Patches & Badges",52,45.8,3
2011-06-26,Tea & Coffee Sets,22,90.5,3
2011-06-26,Tealight Holders & Sets,106,182.96,9
2011-06-26,Travel & Office Accessories,11,16.55,3
2011-06-26,Trinket Boxes & Keepsakes,58,89.65,5
2011-06-26,Unclassified,0,0.0,0
2011-06-26,Wall Art & Prints,5,4.25,2
2011-06-26,Wooden Letters & Number Tiles,18,107.10000000000001,2
2011-06-27,"Bag Charms, Key Rings & Phone Charms",24,15.600000000000001,1
2011-06-27,"Bags, Purses & Backpacks",434,574.25,19
2011-06-27,"Baskets, Hampers & Wicker",5,54.589999999999996,4
2011-06-27,Cake Cases & Baking Accessories,253,296.41,17
2011-06-27,Cake Stands,16,148.73999999999998,7
2011-06-27,"Candles, Incense & Matches",330,651.78,16
2011-06-27,Children's Toys & Playsets,49,264.46,14
2011-06-27,Christmas Decorations,260,141.67,6
2011-06-27,Clocks & Timepieces,31,155.78,7
2011-06-27,"Clothing, Accessories & Beauty",189,236.85000000000002,7
2011-06-27,"Coat Racks, Hooks & Hangers",71,203.7,11
2011-06-27,Colouring & Art Supplies,332,71.14999999999999,7
2011-06-27,"Cushions, Quilts & Home Textiles",31,94.84,5
2011-06-27,Cutlery & Chopping Boards,51,133.60999999999999,11
2011-06-27,Decorative Hanging Ornaments & Figurines,231,311.5,12
2011-06-27,Doormats & Doorstops,51,407.65,9
2011-06-27,Easter Decorations,88,21.52,1
2011-06-27,Egg Cups & Holders,4,11.190000000000001,2
2011-06-27,Fairy Lights & Decorative Garlands,170,697.14,9
2011-06-27,"Furniture, Cabinets & Storage Furniture",253,534.51,10
2011-06-27,"Garden, Bird Feeding & Outdoor Décor",63,95.09,8
2011-06-27,"Gift Wrap, Tape & Ribbons",218,108.85,5
2011-06-27,"Glass Jars, Bottles & Vases",18,60.58,4
2011-06-27,Hair Accessories,3,14.879999999999999,1
2011-06-27,Hand Warmers & Umbrellas,38,153.70000000000002,8
2011-06-27,Hot Water Bottles,2,15.75,2
2011-06-27,"Jewellery - Bracelets, Rings & Brooches",237,121.28999999999999,8
2011-06-27,Jewellery - Earrings,0,0.0,0
2011-06-27,Jewellery - Necklaces,0,0.0,0
2011-06-27,"Jigsaw Puzzles, Card Games & Board Games",147,63.62,5
2011-06-27,Jumbo Bags & Shoppers,729,1562.34,20
2011-06-27,Kitchen Storage & Containers,173,443.76,15
2011-06-27,Kitchen Utensils & Tools,44,169.31,11
2011-06-27,Lamps & Lampshades,0,0.0,0
2011-06-27,Lanterns,24,79.67999999999999,5
2011-06-27,Lunch Boxes & Snack Bags,449,746.5799999999999,17
2011-06-27,Memo Boards & Blackboards,24,97.32000000000001,5
2011-06-27,Metal Signs & Plaques,463,736.06,16
2011-06-27,Mirrors,24,19.56,3
2011-06-27,Miscellaneous,1209,1526.78,26
2011-06-27,"Mugs, Cups & Glasses",219,330.75,13
2011-06-27,"Paper Napkins, Doilies & Bunting",311,1162.5,15
2011-06-27,Party & Event Accessories,130,86.53999999999999,5
2011-06-27,Picture Frames & Photo Accessories,324,901.07,13
2011-06-27,"Plates, Bowls, Trays & Serveware",472,500.54,14
2011-06-27,Sewing & Craft Kits,38,121.69000000000001,7
2011-06-27,"Stationery, Notebooks & Greeting Cards",446,370.93,11
2011-06-27,"Stickers, Patches & Badges",13,16.72,2
2011-06-27,Tea & Coffee Sets,15,53.76,5
2011-06-27,Tealight Holders & Sets,1082,1309.42,17
2011-06-27,Travel & Office Accessories,19,47.99,4
2011-06-27,Trinket Boxes & Keepsakes,64,104.65,6
2011-06-27,Unclassified,0,0.0,0
2011-06-27,Wall Art & Prints,3,20.86,2
2011-06-27,Wooden Letters & Number Tiles,29,141.23000000000002,5
2011-06-28,"Bag Charms, Key Rings & Phone Charms",0,0.0,0
2011-06-28,"Bags, Purses & Backpacks",2632,3277.12,16
2011-06-28,"Baskets, Hampers & Wicker",32,126.4,2
2011-06-28,Cake Cases & Baking Accessories,1404,1253.8700000000001,21
2011-06-28,Cake Stands,20,379.85,5
2011-06-28,"Candles, Incense & Matches",392,431.67,9
2011-06-28,Children's Toys & Playsets,126,257.51,7
2011-06-28,Christmas Decorations,353,276.01,5
2011-06-28,Clocks & Timepieces,133,674.11,8
2011-06-28,"Clothing, Accessories & Beauty",454,573.6800000000001,6
2011-06-28,"Coat Racks, Hooks & Hangers",234,437.08,8
2011-06-28,Colouring & Art Supplies,827,488.25,10
2011-06-28,"Cushions, Quilts & Home Textiles",66,254.22,3
2011-06-28,Cutlery & Chopping Boards,267,626.87,8
2011-06-28,Decorative Hanging Ornaments & Figurines,495,540.96,14
2011-06-28,Doormats & Doorstops,26,225.08,7
2011-06-28,Easter Decorations,7,11.549999999999999,2
2011-06-28,Egg Cups & Holders,119,515.67,5
2011-06-28,Fairy Lights & Decorative Garlands,401,1179.79,8
2011-06-28,"Furniture, Cabinets & Storage Furniture",558,1366.13,18
2011-06-28,"Garden, Bird Feeding & Outdoor Décor",32,63.8,4
2011-06-28,"Gift Wrap, Tape & Ribbons",632,482.99,10
2011-06-28,"Glass Jars, Bottles & Vases",66,183.3,4
2011-06-28,Hair Accessories,2,5.1,1
2011-06-28,Hand Warmers & Umbrellas,356,186.79,8
2011-06-28,Hot Water Bottles,48,191.8,4
2011-06-28,"Jewellery - Bracelets, Rings & Brooches",145,396.43,4
2011-06-28,Jewellery - Earrings,0,0.0,0
2011-06-28,Jewellery - Necklaces,0,0.0,0
2011-06-28,"Jigsaw Puzzles, Card Games & Board Games",220,239.34,9
2011-06-28,Jumbo Bags & Shoppers,1567,2944.65,10
2011-06-28,Kitchen Storage & Containers,1081,1232.5,16
2011-06-28,Kitchen Utensils & Tools,175,1114.0,11
2011-06-28,Lamps & Lampshades,6,64.8,2
2011-06-28,Lanterns,48,130.8,5
2011-06-28,Lunch Boxes & Snack Bags,2240,3981.02,18
2011-06-28,Memo Boards & Blackboards,30,179.7,2
2011-06-28,Metal Signs & Plaques,144,356.07,9
2011-06-28,Mirrors,294,209.70000000000002,2
2011-06-28,Miscellaneous,1193,1862.95,23
2011-06-28,"Mugs, Cups & Glasses",558,888.04,17
2011-06-28,"Paper Napkins, Doilies & Bunting",532,2281.2,19
2011-06-28,Party & Event Accessories,560,370.2,8
2011-06-28,Picture Frames & Photo Accessories,111,355.9,8
2011-06-28,"Plates, Bowls, Trays & Serveware",581,815.65,16
2011-06-28,Sewing & Craft Kits,246,438.62,5
2011-06-28,"Stationery, Notebooks & Greeting Cards",624,300.68,13
2011-06-28,"Stickers, Patches & Badges",288,60.48,1
2011-06-28,Tea & Coffee Sets,32,160.71,5
2011-06-28,Tealight Holders & Sets,1154,983.98,9
2011-06-28,Travel & Office Accessories,15,31.61,3
2011-06-28,Trinket Boxes & Keepsakes,236,408.72,4
2011-06-28,Unclassified,3,4.89,1
2011-06-28,Wall Art & Prints,12,15.0,1
2011-06-28,Wooden Letters & Number Tiles,69,423.39000000000004,6
2011-06-29,"Bag Charms, Key Rings & Phone Charms",8,9.12,3
2011-06-29,"Bags, Purses & Backpacks",1214,2065.7799999999997,16
2011-06-29,"Baskets, Hampers & Wicker",39,224.08999999999997,5
2011-06-29,Cake Cases & Baking Accessories,449,812.76,17
2011-06-29,Cake Stands,21,200.07999999999998,6
2011-06-29,"Candles, Incense & Matches",161,175.72,6
2011-06-29,Children's Toys & Playsets,54,243.37,12
2011-06-29,Christmas Decorations,32,66.0,3
2011-06-29,Clocks & Timepieces,138,492.26,5
2011-06-29,"Clothing, Accessories & Beauty",18,30.32,2
2011-06-29,"Coat Racks, Hooks & Hangers",39,135.97,5
2011-06-29,Colouring & Art Supplies,721,434.38,6
2011-06-29,"Cushions, Quilts & Home Textiles",61,286.98,2
2011-06-29,Cutlery & Chopping Boards,173,513.87,7
2011-06-29,Decorative Hanging Ornaments & Figurines,559,800.24,13
2011-06-29,Doormats & Doorstops,103,742.11,10
2011-06-29,Easter Decorations,62,57.15,1
2011-06-29,Egg Cups & Holders,22,35.519999999999996,3
2011-06-29,Fairy Lights & Decorative Garlands,137,275.23,7
2011-06-29,"Furniture, Cabinets & Storage Furniture",233,523.93,8
2011-06-29,"Garden, Bird Feeding & Outdoor Décor",48,165.79,10
2011-06-29,"Gift Wrap, Tape & Ribbons",440,264.83,8
2011-06-29,"Glass Jars, Bottles & Vases",57,187.01999999999998,7
2011-06-29,Hair Accessories,9,19.84,1
2011-06-29,Hand Warmers & Umbrellas,498,506.99,7
2011-06-29,Hot Water Bottles,4,14.0,1
2011-06-29,"Jewellery - Bracelets, Rings & Brooches",84,144.49,3
2011-06-29,Jewellery - Earrings,10,29.4,1
2011-06-29,Jewellery - Necklaces,6,35.290000000000006,1
2011-06-29,"Jigsaw Puzzles, Card Games & Board Games",238,378.51,9
2011-06-29,Jumbo Bags & Shoppers,594,1244.97,11
2011-06-29,Kitchen Storage & Containers,105,409.33000000000004,11
2011-06-29,Kitchen Utensils & Tools,48,128.43,6
2011-06-29,Lamps & Lampshades,8,6.24,2
2011-06-29,Lanterns,53,124.35,5
2011-06-29,Lunch Boxes & Snack Bags,93,200.63,8
2011-06-29,Memo Boards & Blackboards,24,93.64000000000001,6
2011-06-29,Metal Signs & Plaques,625,1005.5500000000001,10
2011-06-29,Mirrors,44,78.16,2
2011-06-29,Miscellaneous,1292,2763.24,27
2011-06-29,"Mugs, Cups & Glasses",702,980.11,13
2011-06-29,"Paper Napkins, Doilies & Bunting",243,887.52,15
2011-06-29,Party & Event Accessories,227,153.9,3
2011-06-29,Picture Frames & Photo Accessories,53,180.37,7
2011-06-29,"Plates, Bowls, Trays & Serveware",458,513.86,14
2011-06-29,Sewing & Craft Kits,94,210.16,7
2011-06-29,"Stationery, Notebooks & Greeting Cards",778,795.11,11
2011-06-29,"Stickers, Patches & Badges",71,62.33,3
2011-06-29,Tea & Coffee Sets,34,111.72,4
2011-06-29,Tealight Holders & Sets,591,837.66,18
2011-06-29,Travel & Office Accessories,62,83.08999999999999,3
2011-06-29,Trinket Boxes & Keepsakes,180,283.6,9
2011-06-29,Unclassified,5,14.49,1
2011-06-29,Wall Art & Prints,22,59.66,3
2011-06-29,Wooden Letters & Number Tiles,22,120.90000000000002,4
2011-06-30,"Bag Charms, Key Rings & Phone Charms",1,1.63,1
2011-06-30,"Bags, Purses & Backpacks",547,990.03,25
2011-06-30,"Baskets, Hampers & Wicker",22,61.42,4
2011-06-30,Cake Cases & Baking Accessories,1291,3335.5499999999997,27
2011-06-30,Cake Stands,50,383.3,7
2011-06-30,"Candles, Incense & Matches",66,154.45,10
2011-06-30,Children's Toys & Playsets,224,356.07,15
2011-06-30,Christmas Decorations,211,262.18,7
2011-06-30,Clocks & Timepieces,228,1170.1100000000001,11
2011-06-30,"Clothing, Accessories & Beauty",95,158.27,6
2011-06-30,"Coat Racks, Hooks & Hangers",69,222.08,8
2011-06-30,Colouring & Art Supplies,677,497.4,14
2011-06-30,"Cushions, Quilts & Home Textiles",127,340.7,8
2011-06-30,Cutlery & Chopping Boards,78,311.64,10
2011-06-30,Decorative Hanging Ornaments & Figurines,478,738.89,17
2011-06-30,Doormats & Doorstops,60,483.52,13
2011-06-30,Easter Decorations,3,2.4899999999999998,1
2011-06-30,Egg Cups & Holders,22,34.02,2
2011-06-30,Fairy Lights & Decorative Garlands,75,180.95999999999998,9
2011-06-30,"Furniture, Cabinets & Storage Furniture",457,1126.87,20
2011-06-30,"Garden, Bird Feeding & Outdoor Décor",135,164.05,8
2011-06-30,"Gift Wrap, Tape & Ribbons",525,295.1,14
2011-06-30,"Glass Jars, Bottles & Vases",739,2074.85,4
2011-06-30,Hair Accessories,1,1.65,1
2011-06-30,Hand Warmers & Umbrellas,103,137.72,7
2011-06-30,Hot Water Bottles,30,127.26,3
2011-06-30,"Jewellery - Bracelets, Rings & Brooches",80,41.879999999999995,3
2011-06-30,Jewellery - Earrings,3,10.780000000000001,1
2011-06-30,Jewellery - Necklaces,5,16.29,2
2011-06-30,"Jigsaw Puzzles, Card Games & Board Games",262,259.51,10
2011-06-30,Jumbo Bags & Shoppers,1337,2519.25,18
2011-06-30,Kitchen Storage & Containers,363,764.8199999999999,18
2011-06-30,Kitchen Utensils & Tools,116,478.94,16
2011-06-30,Lamps & Lampshades,49,60.349999999999994,3
2011-06-30,Lanterns,18,78.30000000000001,3
2011-06-30,Lunch Boxes & Snack Bags,781,1108.35,19
2011-06-30,Memo Boards & Blackboards,27,127.65,6
2011-06-30,Metal Signs & Plaques,315,538.57,16
2011-06-30,Mirrors,28,38.129999999999995,5
2011-06-30,Miscellaneous,1397,3002.73,40
2011-06-30,"Mugs, Cups & Glasses",4269,5906.62,20
2011-06-30,"Paper Napkins, Doilies & Bunting",480,1635.3600000000001,26
2011-06-30,Party & Event Accessories,452,342.94,14
2011-06-30,Picture Frames & Photo Accessories,156,541.12,14
2011-06-30,"Plates, Bowls, Trays & Serveware",3116,6359.07,12
2011-06-30,Sewing & Craft Kits,148,237.31,8
2011-06-30,"Stationery, Notebooks & Greeting Cards",935,822.94,16
2011-06-30,"Stickers, Patches & Badges",56,55.71,3
2011-06-30,Tea & Coffee Sets,624,4750.79,9
2011-06-30,Tealight Holders & Sets,405,530.47,23
2011-06-30,Travel & Office Accessories,97,157.86999999999998,5
2011-06-30,Trinket Boxes & Keepsakes,52,99.03999999999999,7
2011-06-30,Unclassified,5,62.410000000000004,1
2011-06-30,Wall Art & Prints,36,86.45,3
2011-06-30,Wooden Letters & Number Tiles,24,145.8,6
2011-07-01,"Bag Charms, Key Rings & Phone Charms",25,15.790000000000001,2
2011-07-01,"Bags, Purses & Backpacks",740,905.46,22
2011-07-01,"Baskets, Hampers & Wicker",0,0.0,0
2011-07-01,Cake Cases & Baking Accessories,161,271.93,13
2011-07-01,Cake Stands,42,363.86,8
2011-07-01,"Candles, Incense & Matches",52,109.5,5
2011-07-01,Children's Toys & Playsets,104,464.67,14
2011-07-01,Christmas Decorations,94,67.38,7
2011-07-01,Clocks & Timepieces,24,152.0,4
2011-07-01,"Clothing, Accessories & Beauty",48,23.279999999999998,2
2011-07-01,"Coat Racks, Hooks & Hangers",66,168.62,14
2011-07-01,Colouring & Art Supplies,685,405.5,17
2011-07-01,"Cushions, Quilts & Home Textiles",35,154.17000000000002,8
2011-07-01,Cutlery & Chopping Boards,23,53.23,6
2011-07-01,Decorative Hanging Ornaments & Figurines,271,360.02,15
2011-07-01,Doormats & Doorstops,19,160.75,7
2011-07-01,Easter Decorations,3,11.25,1
2011-07-01,Egg Cups & Holders,0,0.0,0
2011-07-01,Fairy Lights & Decorative Garlands,155,216.6,14
2011-07-01,"Furniture, Cabinets & Storage Furniture",146,305.69,11
2011-07-01,"Garden, Bird Feeding & Outdoor Décor",44,167.56,5
2011-07-01,"Gift Wrap, Tape & Ribbons",308,197.98,12
2011-07-01,"Glass Jars, Bottles & Vases",24,97.38,6
2011-07-01,Hair Accessories,0,0.0,0
2011-07-01,Hand Warmers & Umbrellas,111,277.74,7
2011-07-01,Hot Water Bottles,7,33.45,1
2011-07-01,"Jewellery - Bracelets, Rings & Brooches",133,48.03,3
2011-07-01,Jewellery - Earrings,0,0.0,0
2011-07-01,Jewellery - Necklaces,0,0.0,0
2011-07-01,"Jigsaw Puzzles, Card Games & Board Games",226,436.12,9
2011-07-01,Jumbo Bags & Shoppers,385,884.25,16
2011-07-01,Kitchen Storage & Containers,227,249.24,8
2011-07-01,Kitchen Utensils & Tools,32,148.94,9
2011-07-01,Lamps & Lampshades,5,3.75,2
2011-07-01,Lanterns,24,58.940000000000005,4
2011-07-01,Lunch Boxes & Snack Bags,458,759.31,15
2011-07-01,Memo Boards & Blackboards,5,30.59,2
2011-07-01,Metal Signs & Plaques,457,889.19,12
2011-07-01,Mirrors,0,0.0,0
2011-07-01,Miscellaneous,504,1425.02,30
2011-07-01,"Mugs, Cups & Glasses",270,358.82,17
2011-07-01,"Paper Napkins, Doilies & Bunting",175,586.16,20
2011-07-01,Party & Event Accessories,124,81.01,7
2011-07-01,Picture Frames & Photo Accessories,190,568.64,8
2011-07-01,"Plates, Bowls, Trays & Serveware",154,248.03,14
2011-07-01,Sewing & Craft Kits,90,194.85,10
2011-07-01,"Stationery, Notebooks & Greeting Cards",310,144.42,12
2011-07-01,"Stickers, Patches & Badges",184,105.1,4
2011-07-01,Tea & Coffee Sets,22,132.78,8
2011-07-01,Tealight Holders & Sets,331,454.70000000000005,13
2011-07-01,Travel & Office Accessories,44,87.53999999999999,6
2011-07-01,Trinket Boxes & Keepsakes,102,145.54,6
2011-07-01,Unclassified,0,0.0,0
2011-07-01,Wall Art & Prints,12,9.0,3
2011-07-01,Wooden Letters & Number Tiles,0,0.0,0
2011-07-02,"Bag Charms, Key Rings & Phone Charms",0,0.0,0
2011-07-02,"Bags, Purses & Backpacks",0,0.0,0
2011-07-02,"Baskets, Hampers & Wicker",0,0.0,0
2011-07-02,Cake Cases & Baking Accessories,0,0.0,0
2011-07-02,Cake Stands,0,0.0,0
2011-07-02,"Candles, Incense & Matches",0,0.0,0
2011-07-02,Children's Toys & Playsets,0,0.0,0
2011-07-02,Christmas Decorations,0,0.0,0
2011-07-02,Clocks & Timepieces,0,0.0,0
2011-07-02,"Clothing, Accessories & Beauty",0,0.0,0
2011-07-02,"Coat Racks, Hooks & Hangers",0,0.0,0
2011-07-02,Colouring & Art Supplies,0,0.0,0
2011-07-02,"Cushions, Quilts & Home Textiles",0,0.0,0
2011-07-02,Cutlery & Chopping Boards,0,0.0,0
2011-07-02,Decorative Hanging Ornaments & Figurines,0,0.0,0
2011-07-02,Doormats & Doorstops,0,0.0,0
2011-07-02,Easter Decorations,0,0.0,0
2011-07-02,Egg Cups & Holders,0,0.0,0
2011-07-02,Fairy Lights & Decorative Garlands,0,0.0,0
2011-07-02,"Furniture, Cabinets & Storage Furniture",0,0.0,0
2011-07-02,"Garden, Bird Feeding & Outdoor Décor",0,0.0,0
2011-07-02,"Gift Wrap, Tape & Ribbons",0,0.0,0
2011-07-02,"Glass Jars, Bottles & Vases",0,0.0,0
2011-07-02,Hair Accessories,0,0.0,0
2011-07-02,Hand Warmers & Umbrellas,0,0.0,0
2011-07-02,Hot Water Bottles,0,0.0,0
2011-07-02,"Jewellery - Bracelets, Rings & Brooches",0,0.0,0
2011-07-02,Jewellery - Earrings,0,0.0,0
2011-07-02,Jewellery - Necklaces,0,0.0,0
2011-07-02,"Jigsaw Puzzles, Card Games & Board Games",0,0.0,0
2011-07-02,Jumbo Bags & Shoppers,0,0.0,0
2011-07-02,Kitchen Storage & Containers,0,0.0,0
2011-07-02,Kitchen Utensils & Tools,0,0.0,0
2011-07-02,Lamps & Lampshades,0,0.0,0
2011-07-02,Lanterns,0,0.0,0
2011-07-02,Lunch Boxes & Snack Bags,0,0.0,0
2011-07-02,Memo Boards & Blackboards,0,0.0,0
2011-07-02,Metal Signs & Plaques,0,0.0,0
2011-07-02,Mirrors,0,0.0,0
2011-07-02,Miscellaneous,0,0.0,0
2011-07-02,"Mugs, Cups & Glasses",0,0.0,0
2011-07-02,"Paper Napkins, Doilies & Bunting",0,0.0,0
2011-07-02,Party & Event Accessories,0,0.0,0
2011-07-02,Picture Frames & Photo Accessories,0,0.0,0
2011-07-02,"Plates, Bowls, Trays & Serveware",0,0.0,0
2011-07-02,Sewing & Craft Kits,0,0.0,0
2011-07-02,"Stationery, Notebooks & Greeting Cards",0,0.0,0
2011-07-02,"Stickers, Patches & Badges",0,0.0,0
2011-07-02,Tea & Coffee Sets,0,0.0,0
